,target,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
983,<=50K,60,Self-emp-not-inc,154474,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,42,United-States
984,>50K,45,Local-gov,318280,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,United-States
985,<=50K,63,Private,254907,11,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States
986,<=50K,41,Private,349221,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States
987,<=50K,47,Private,335973,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
988,<=50K,44,Private,126701,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
989,<=50K,51,Private,122159,10,Widowed,Prof-specialty,Not-in-family,White,Female,3325,0,40,United-States
990,<=50K,46,Private,187370,13,Never-married,Sales,Not-in-family,White,Male,0,1504,40,United-States
991,<=50K,41,Private,194636,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
992,<=50K,50,Self-emp-not-inc,124793,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States
993,>50K,47,Private,192835,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
994,<=50K,35,Private,290226,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
995,>50K,56,Private,112840,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
996,<=50K,45,Private,89325,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
997,>50K,48,Federal-gov,33109,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,58,United-States
998,<=50K,40,Private,82465,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States
999,>50K,39,Self-emp-inc,329980,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States
1000,<=50K,20,Private,148294,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
1001,>50K,50,Private,168212,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,United-States
1002,>50K,38,State-gov,343642,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
1003,<=50K,23,Local-gov,115244,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States
1004,<=50K,31,Private,162572,9,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States
1005,<=50K,58,Private,356067,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
1006,<=50K,66,Private,271567,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
1007,>50K,39,Self-emp-inc,180804,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
1008,>50K,54,Self-emp-not-inc,123011,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,52,United-States
1009,<=50K,26,Private,109186,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany
1010,<=50K,51,Private,220537,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
1011,<=50K,34,Private,124827,11,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
1012,>50K,50,Private,767403,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States
1013,>50K,42,Private,118494,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States
1014,<=50K,38,Private,173208,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States
1015,<=50K,48,Private,107373,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
1016,>50K,33,Private,26973,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States
1017,<=50K,51,Private,191965,9,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States
1018,<=50K,22,Private,122346,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
1019,<=50K,19,,117201,9,Never-married,,Own-child,White,Male,0,0,30,United-States
1020,<=50K,41,Private,198316,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Japan
1021,>50K,48,Local-gov,123075,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
1022,<=50K,42,Private,209370,9,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States
1023,<=50K,34,Private,33117,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
1024,<=50K,23,Private,129042,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
1025,<=50K,56,Private,169133,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Yugoslavia
1026,<=50K,30,Private,201624,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,45,
1027,>50K,45,Private,368561,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
1028,<=50K,48,Private,207848,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
1029,<=50K,48,Self-emp-inc,138370,14,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,India
1030,<=50K,31,Private,93106,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
1031,<=50K,20,State-gov,223515,12,Never-married,Other-service,Own-child,White,Male,0,1719,20,United-States
1032,<=50K,27,Private,389713,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
1033,<=50K,32,Private,206365,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States
1034,<=50K,76,,431192,4,Widowed,,Not-in-family,White,Male,0,0,2,United-States
1035,<=50K,19,,241616,9,Never-married,,Unmarried,White,Male,0,2001,40,United-States
1036,<=50K,66,Self-emp-inc,150726,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,1409,0,1,
1037,<=50K,37,Private,123785,9,Never-married,Other-service,Not-in-family,White,Male,0,0,75,United-States
1038,<=50K,34,Private,289984,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States
1039,<=50K,34,,164309,7,Married-civ-spouse,,Wife,White,Female,0,0,8,United-States
1040,<=50K,90,Private,137018,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
1041,<=50K,23,Private,137994,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States
1042,<=50K,43,Private,341204,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
1043,>50K,44,Private,167005,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States
1044,<=50K,24,Private,34446,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,37,United-States
1045,<=50K,28,Private,187160,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,55,United-States
1046,<=50K,64,,196288,12,Never-married,,Not-in-family,White,Female,0,0,20,United-States
1047,<=50K,23,Private,217961,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
1048,<=50K,20,Private,74631,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States
1049,>50K,36,Private,156667,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States
1050,<=50K,61,Private,125155,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
1051,>50K,53,Self-emp-not-inc,263925,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Canada
1052,>50K,30,Private,296453,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States
1053,>50K,52,Self-emp-not-inc,44728,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
1054,<=50K,38,Private,193026,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Iran
1055,<=50K,32,Private,87643,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
1056,<=50K,30,Self-emp-not-inc,106742,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States
1057,<=50K,41,Private,302122,11,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
1058,>50K,49,Local-gov,193960,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States
1059,>50K,45,Private,185385,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States
1060,<=50K,43,Self-emp-not-inc,277647,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
1061,<=50K,61,Private,128848,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3471,0,40,United-States
1062,<=50K,54,Private,377701,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32,Mexico
1063,<=50K,34,Private,157886,12,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States
1064,>50K,49,Private,175958,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States
1065,<=50K,38,Private,223004,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
1066,>50K,35,Private,199352,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,80,United-States
1067,<=50K,36,Private,29984,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
1068,<=50K,30,Private,181651,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
1069,<=50K,36,Private,117312,12,Divorced,Tech-support,Not-in-family,White,Female,0,0,60,United-States
1070,<=50K,22,Local-gov,34029,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States
1071,>50K,38,Private,132879,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States
1072,>50K,37,Private,215310,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
1073,>50K,48,State-gov,55863,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,46,United-States
1074,<=50K,17,Private,220384,7,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States
1075,<=50K,19,Self-emp-not-inc,36012,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States
1076,<=50K,27,Private,137645,13,Never-married,Sales,Not-in-family,Black,Female,0,1590,40,United-States
1077,<=50K,22,Private,191342,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,50,Taiwan
1078,<=50K,49,Private,31339,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
1079,>50K,43,State-gov,227910,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
1080,<=50K,43,Private,173728,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
1081,<=50K,19,Local-gov,167816,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States
1082,<=50K,58,Self-emp-not-inc,81642,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
1083,>50K,41,Local-gov,195258,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
1084,<=50K,31,Private,232475,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
1085,<=50K,30,Private,241259,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
1086,<=50K,32,Private,118161,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
1087,<=50K,29,Private,201954,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States
1088,>50K,42,Private,150533,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,52,United-States
1089,<=50K,38,Private,412296,9,Divorced,Craft-repair,Own-child,White,Male,0,0,28,United-States
1090,>50K,41,Federal-gov,133060,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
1091,>50K,44,Self-emp-not-inc,120539,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
1092,<=50K,31,Private,196025,16,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,60,China
1093,<=50K,34,Private,107793,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
1094,<=50K,21,Private,163870,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
1095,<=50K,22,Self-emp-not-inc,361280,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,20,India
1096,<=50K,62,Private,92178,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
1097,<=50K,19,,80710,9,Never-married,,Own-child,White,Female,0,0,40,United-States
1098,>50K,29,Self-emp-inc,260729,9,Married-civ-spouse,Sales,Wife,White,Female,0,1977,25,United-States
1099,<=50K,43,Private,182254,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
1100,<=50K,68,,140282,4,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States
1101,>50K,45,Self-emp-inc,149865,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States
1102,<=50K,39,Self-emp-inc,218184,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1651,40,Mexico
1103,<=50K,41,Private,118619,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States
1104,>50K,34,Self-emp-not-inc,196791,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,25,United-States
1105,<=50K,34,Local-gov,167999,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,33,United-States
1106,<=50K,31,Private,51259,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,47,United-States
1107,<=50K,29,Private,131088,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
1108,>50K,41,Private,118212,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States
1109,<=50K,41,Private,293791,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States
1110,>50K,35,Self-emp-inc,289430,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Mexico
1111,>50K,33,Private,35378,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States
1112,<=50K,37,State-gov,60227,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States
1113,<=50K,69,Private,168139,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
1114,<=50K,34,Private,290763,9,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
1115,>50K,60,Self-emp-inc,226355,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2415,70,
1116,<=50K,36,Private,51100,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
1117,<=50K,41,Private,227644,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
1118,>50K,58,Local-gov,205267,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
1119,<=50K,53,Private,288020,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Japan
1120,<=50K,29,Private,140863,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
1121,<=50K,45,Federal-gov,170915,9,Divorced,Tech-support,Not-in-family,White,Female,4865,0,40,United-States
1122,<=50K,34,State-gov,50178,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
1123,<=50K,36,Private,112497,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
1124,<=50K,48,Private,95244,10,Divorced,Other-service,Unmarried,Black,Female,0,0,35,United-States
1125,<=50K,20,Private,117606,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
1126,>50K,35,Private,89508,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
1127,<=50K,63,Federal-gov,124244,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
1128,<=50K,41,Self-emp-not-inc,154374,10,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States
1129,<=50K,28,Private,294936,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
1130,<=50K,30,Private,347132,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States
1131,<=50K,34,,181934,9,Divorced,,Not-in-family,White,Female,0,0,40,United-States
1132,<=50K,31,Private,316672,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico
1133,<=50K,37,Private,189382,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States
1134,<=50K,42,,184018,10,Divorced,,Unmarried,White,Male,0,0,40,United-States
1135,>50K,31,Private,184307,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Jamaica
1136,>50K,46,Self-emp-not-inc,246212,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
1137,>50K,35,Federal-gov,250504,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,60,United-States
1138,<=50K,27,Private,138705,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,United-States
1139,<=50K,41,Private,328447,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico
1140,<=50K,19,Private,194608,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
1141,<=50K,20,Private,230891,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
1142,<=50K,59,Federal-gov,212448,9,Widowed,Sales,Unmarried,White,Female,0,0,40,Germany
1143,<=50K,40,Private,214010,13,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States
1144,<=50K,56,Self-emp-not-inc,200235,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
1145,>50K,33,Private,354573,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,44,United-States
1146,<=50K,30,Self-emp-inc,205733,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States
1147,<=50K,46,Private,185041,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
1148,>50K,61,Self-emp-inc,84409,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States
1149,>50K,50,Self-emp-inc,293196,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States
1150,<=50K,25,Private,241626,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
1151,<=50K,40,Private,520586,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States
1152,<=50K,24,,35633,10,Never-married,,Not-in-family,White,Male,0,0,40,
1153,<=50K,51,Private,302847,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States
1154,<=50K,43,State-gov,165309,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
1155,<=50K,34,Private,117529,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,54,Mexico
1156,>50K,46,Private,106092,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
